Stratagem_ID,Detachment_ID,Stratagem_Name,CP_Cost,Short_Description,Tiny_Description,Long_Description,Tags,Default_Active,Required_Keywords,Any_Keywords,Excluded_Keywords
orks_wreckas_stratagem_grab_it_1cp,orks_wreckas,GRAB IT,1,"Shoot and Move BREAKA BOYZ / FLASH GITZ / TANKBUSTAS 6"" onto an objective.",Shoot then Move 6” to Objective,"WHEN: Your Shooting phase, when a friendly unengaged BREAKA BOYZ / FLASH GITZ / TANKBUSTAS unit has shot.

TARGET: That BREAKA BOYZ / FLASH GITZ / TANKBUSTAS unit.

EFFECT:
- Your unit can make a normal move of up to 6"", and must end that move within range of an objective.
- Your unit is not eligible to declare a charge until the end of the turn.",,,,"BREAKA BOYZ, FLASH GITZ, TANKBUSTAS",
orks_wreckas_stratagem_gun_crazy_show_offs_1cp,orks_wreckas,GUN-CRAZY SHOW-OFFS,1,Opp shooting: FLASH GITZ / TANKBUSTAS hit by enemy can shoot back at same enemy.,Enemy Shoot - Shoot Back,"WHEN: Your opponent's Shooting phase, when an enemy unit has shot.

TARGET: One friendly FLASH GITZ / TANKBUSTAS unit hit by those attacks.

EFFECT: Your unit shoots using normal shooting, but while doing so your unit can only target that enemy unit.",SHOOT,,,"FLASH GITZ, TANKBUSTAS",
orks_da_big_hunt_stratagem_where_dya_fink_youre_going_1cp,orks_da_big_hunt,WHERE D'YA FINK YOU'RE GOING?,1,"Opp Movement: enemy Falling Back from BEAST SNAGGA must desperate-escape;
MONSTERS / VEHICLES take an extra hazard rolls.",Enemy Fall Back - Hazard,"WHEN: Your opponent's Movement phase, when an enemy unit is selected to make a fall-back move, if that enemy unit is engaged with a friendly BEAST SNAGGA unit.

TARGET: That BEAST SNAGGA unit.

EFFECT: When an enemy unit engaged with your unit is selected to make a fall-back move, that enemy unit must use the desperate escape mode. If that enemy unit is a MONSTER / VEHICLE unit, that enemy unit makes three additional hazard rolls for each BEAST SNAGGA unit it is engaged with, with -1 from those hazard rolls if that enemy unit is battle-shocked.",,,BEAST SNAGGA,,
orks_da_big_hunt_stratagem_goaded_into_action_1cp,orks_da_big_hunt,GOADED INTO ACTION,1,"Opp Shooting: unengaged BEAST SNAGGA that lost a wound surge D6"" (re-roll if RILED UP).",Enemy Shoot - Surge D6”,"WHEN: Your opponent's Shooting phase, when an enemy unit has shot.

TARGET: One friendly unengaged BEAST SNAGGA unit that lost a wound as a result of those attacks.

EFFECT: Your unit can make a surge move of up to D6"". If your unit is RILED UP, it can re-roll that D6.",,,BEAST SNAGGA,,
orks_da_big_hunt_stratagem_instinctive_hunters_1cp,orks_da_big_hunt,INSTINCTIVE HUNTERS,1,"End of opp Fight: unengaged BEAST SNAGGA within 6"" of a battlefield edge goes into Strategic Reserves.",Enemy Fight - Enter Reserves,"WHEN: End of your opponent's Fight phase.

TARGET: One friendly unengaged BEAST SNAGGA unit within 6"" of a battlefield edge.

EFFECT: Place your unit in strategic reserves.",,,BEAST SNAGGA,,
orks_madcap_meks_stratagem_vindictive_artillerists_1cp,orks_madcap_meks,VINDICTIVE ARTILLERISTS,1,"SHOOTING: MEK GUNZ choose [LETHAL HITS], or [SUSTAINED HITS 1], or [HAZARDOUS] + [LETHAL HITS] + [SUSTAINED HITS 1].",Shoot - Pick Weapon Buff,"WHEN: Your Shooting phase, when a friendly MEK GUNZ unit is selected to shoot.

TARGET: That MEK GUNZ unit.

EFFECT: Your unit's ranged attacks have:
- [LETHAL HITS]
- Or [SUSTAINED HITS 1]
- Or [HAZARDOUS], [LETHAL HITS], [SUSTAINED HITS 1].","SHOOT, [LETHAL HITS] [SUSTAINED HITS 1] [HAZARDOUS]",,MEK GUNZ,,
orks_dread_mob_stratagem_crazed_rampage_1cp,orks_dread_mob,CRAZED RAMPAGE,1,"Fight: WALKER fight-on-death on 4+ or +3 if DEFF DREAD
Excludes: TITANIC",Enemy Fight - Fight on Death,"WHEN: Fight phase, when an enemy unit targets a friendly ORKS WALKER unit (excluding TITANIC units).

TARGET: That ORKS WALKER unit.

EFFECT: When a model in your unit is destroyed, if your unit has not been selected to fight this phase, roll one D6, with +3 to the result if your unit has DEFF DREAD:
- On a 4+, do not remove that model from the battlefield. When your unit has fought, or at the end of the phase (whichever comes first), that model is removed from the battlefield.",MELEE,,"ORKS, WALKER",,TITANIC
orks_dread_mob_stratagem_dread_power_1cp,orks_dread_mob,DREAD POWER,1,Movement: one WALKER is RILED UP,,"WHEN: Your Movement phase.

TARGET: One friendly ORKS WALKER unit.

EFFECT: Your unit is RILED UP until the start of your next turn.",,,"ORKS, WALKER",,
orks_dread_mob_stratagem_stomping_juggernaut_1cp,orks_dread_mob,STOMPING JUGGERNAUT,1,Movement or Charge:  WALKER gains MOBILE.,,"WHEN: Your Movement / Charge phase, when a friendly ORKS WALKER unit is selected to move or declares a charge.

TARGET: That ORKS WALKER unit.

EFFECT: Your unit has MOBILE.",,,"ORKS, WALKER",,
orks_blitz_brigade_stratagem_keep_it_runnin_1cp,orks_blitz_brigade,KEEP IT RUNNIN',1,"End of Fight:  IF IT WAS ELEGIBLE to FIGHT but its now unengaged
INFANTRY thst is wholly within 6"" of TRANSPORT can embark.",,"WHEN: End of the Fight phase.

TARGET: One friendly unengaged ORKS INFANTRY unit that was eligible to fight this phase and is wholly within 6"" of a friendly TRANSPORT unit that INFANTRY unit is able to embark within.

EFFECT: Your INFANTRY unit embarks within that TRANSPORT unit.",,,"ORKS, INFANTRY",,
orks_blitz_brigade_stratagem_readied_brawlers_1cp,orks_blitz_brigade,READIED BRAWLERS,1,"WAGON MOVE
Embarked units can assault disembark.",,"WHEN: Your Movement phase, when a friendly WAGON unit ends a normal move.

TARGET: That WAGON unit.

EFFECT: Units embarked within your unit can make an assault disembark move.",,,WAGON,,
orks_blitz_brigade_stratagem_impending_krunch_1cp,orks_blitz_brigade,IMPENDING KRUNCH,1,"WAGON CHARGE
EVERY enemy Battle-shock at -1.",,"WHEN: Your Charge phase, when a friendly WAGON unit ends a charge move.

TARGET: That WAGON unit.

EFFECT: Each enemy unit engaged with your unit makes a battle-shock roll, with -1 to that battle-shock roll.",,0,WAGON,,
orks_kult_of_speed_stratagem_delicious_eating_squigs_1cp,orks_kult_of_speed,DELICIOUS EATING SQUIGS,1,"Movement: RUKKATRUKK SQUIGBUGGIES heals 3 wounds on any number of friendly ORKS INFANTRY within 3"".",,"WHEN: Your Movement phase.

TARGET: One friendly RUKKATRUKK SQUIGBUGGIES unit.

EFFECT: Select any number of friendly ORKS INFANTRY units within 3"" of your unit. Each selected unit heals 3 wounds.",,,RUKKATRUKK SQUIGBUGGIE,,
orks_kult_of_speed_stratagem_dakkastorm_1cp,orks_kult_of_speed,DAKKASTORM,1,Shooting: SPEED FREEKS ranged attacks have [SUSTAINED HITS 1].,,"WHEN: Your Shooting phase, when a friendly SPEED FREEKS unit is selected to shoot.

TARGET: That SPEED FREEKS unit.

EFFECT: Your unit's ranged attacks have [SUSTAINED HITS 1].",[SUSTAINED HITS 1],,SPEED FREEKS,,
orks_kult_of_speed_stratagem_speediest_freeks_1cp,orks_kult_of_speed,SPEEDIEST FREEKS,1,Opp Shooting: ranged attacks vs SPEED FREEKS fail on an unmodified hit roll of 1-3. [INCOMING RANGE HIT 1-3 FAILS],,"WHEN: Your opponent's Shooting phase, when an enemy unit targets a friendly SPEED FREEKS unit.

TARGET: That SPEED FREEKS unit.

EFFECT: Ranged attacks that target your unit fail on an unmodified hit roll of 1-3.",[INCOMING RANGE HIT 1-3 FAILS],,SPEED FREEKS,,
orks_flyboyz_stratagem_flyin_headbutt_1cp,orks_flyboyz,FLYIN' HEADBUTT,1,"Any phase: destroyed ORKS AIRCRAFT skips Deadly Demise; one enemy within 12"" takes 8D6, each 4+ = 1 MW; then remove the aircraft.",,"WHEN: Any phase, when a friendly ORKS AIRCRAFT unit is destroyed, before rolling for any Deadly Demise.

TARGET: That ORKS unit.

EFFECT: Your unit does not have the Deadly Demise ability. Select one enemy unit within 12"" of your unit and roll eight D6:
- For each 4+, that enemy unit suffers 1 mortal wound.
Then remove your unit from the battlefield.",,,"ORKS, AIRCRAFT",,
orks_flyboyz_stratagem_long_uncontrolled_bursts_1cp,orks_flyboyz,"LONG, UNCONTROLLED BURSTS",1,SHOOTING: ORKS AIRCRAFT / DEFFKOPTAS vs FLY [RE-ROLL ALL HITS],,"WHEN: Your Shooting phase, when a friendly ORKS AIRCRAFT / DEFFKOPTAS unit is selected to shoot.

TARGET: That ORKS AIRCRAFT / DEFFKOPTAS unit.

EFFECT: When your unit's ranged attacks target a FLY unit, those attacks can re-roll hit rolls.",[RE-ROLL ALL HITS],,ORKS,"AIRCRAFT, DEFFKOPTAS",
orks_flyboyz_stratagem_whirligig_evasion_1cp,orks_flyboyz,WHIRLIGIG EVASION,1,"Opp Movement: unengaged DEFFKOPTAS within 8"" of an enemy that ended a move can Normal move D6"" (6"" if RILED UP).",,"WHEN: Your opponent's Movement phase, when an enemy unit ends a move.

TARGET: One friendly unengaged DEFFKOPTAS unit within 8"" of that enemy unit.

EFFECT: Your unit can make a normal move of:
- Up to D6"".
- Or, if your unit is RILED UP, up to 6"".",,,DEFFKOPTAS,,
orks_runt_swarm_stratagem_infested_war_zone_2cp,orks_runt_swarm,INFESTED WAR ZONE,2,"Any phase
Destroyed GRETCHIN unit is returned and in RESERVES.",,"WHEN: Any phase, when an enemy unit has attacked.

TARGET: One friendly GRETCHIN unit that was just destroyed. You can target that unit with this stratagem even though that unit was just destroyed.

EFFECT: Add a new GRETCHIN unit to your army identical to your destroyed unit, in strategic reserves at its starting strength, with its full wounds remaining.",,,GRETCHIN,,
orks_runt_swarm_stratagem_scarper_1cp,orks_runt_swarm,SCARPER!,1,"REACTIVE MOVE
GRETCHIN within 8” of enemy can Normal Move D6” (or 6” if attached).",,"WHEN: Your opponent's Movement phase, when an enemy unit ends a move within 8"" of a friendly unengaged GRETCHIN unit.

TARGET: That GRETCHIN unit.

EFFECT: Your unit can make a normal move of:
- Up to D6"".
- Or, up to 6"" instead if your unit is an attached unit.",,,GRETCHIN,,
orks_runt_swarm_stratagem_grot_shields_1cp,orks_runt_swarm,GROT SHIELDS,1,"Opponent Shooting
GRETCHIN within 3” absorb hits for INFANTRY unit, suffer 1 mortal per intercepted hit.",,"WHEN: Your opponent's Shooting phase, when an enemy unit targets a friendly ORKS INFANTRY unit (excluding GRETCHIN units).

TARGET: One friendly GRETCHIN unit within 3"" of that ORKS INFANTRY unit.

EFFECT: When a hit roll for that enemy unit's ranged attacks that target that ORKS unit results in a hit, if a model in your GRETCHIN unit is on the battlefield, end the attack sequence for that attack and your GRETCHIN unit suffers 1 mortal wound.",,,GRETCHIN,,
orks_shoota_boyz_stratagem_kustom_dakka_1cp,orks_shoota_boyz,KUSTOM DAKKA,1,SHOOTING: INFANTRY ranged vs non-MONSTER / VEHICLE [+1 TO WOUND],,"WHEN: Your Shooting phase, when a friendly ORKS INFANTRY unit is selected to shoot.

TARGET: That ORKS INFANTRY unit.

EFFECT: Your unit's ranged attacks that target a unit (excluding MONSTER / VEHICLE units) have +1 to wound rolls.",[+1 TO WOUND],,"ORKS, INFANTRY",,
orks_shoota_boyz_stratagem_clovin_dakka_1cp,orks_shoota_boyz,CLOVIN' DAKKA,1,"Shooting: INFANTRY ranged attacks against a unit within 9"" have [+1 AP].",,"WHEN: Your Shooting phase, when a friendly ORKS INFANTRY unit is selected to shoot.

TARGET: That ORKS INFANTRY unit.

EFFECT: Your unit's ranged attacks that target a unit within 9"" have +1 AP.",[+1 AP],,"ORKS, INFANTRY",,
orks_shoota_boyz_stratagem_never_enough_dakka_1cp,orks_shoota_boyz,NEVER ENOUGH DAKKA,1,Shooting: INFANTRY ranged attacks have [SUSTAINED HITS 1].,,"WHEN: Your Shooting phase, when a friendly ORKS INFANTRY unit is selected to shoot.

TARGET: That ORKS INFANTRY unit.

EFFECT: Your unit's ranged attacks have [SUSTAINED HITS 1].",[SUSTAINED HITS 1],,"ORKS, INFANTRY",,
